id,vehicleType,startNodeId,endNodeId,startX,startY,endX,endY,length,width,height,weightKg,maxSpeedKmh,accelMps2,driverAge,responseTimeSec,homeAmenityId,homeDepotName
2035,police,11133588049,2970305118,-1783.42,-995.27,2073.49,-1154.78,4.7,1.94,1.47,2079,127.3,3.94,70,0.611,a_11198955917,Police station (amenity a_11198955917)
2036,motorcycle,9852391720,trim_80,-2116,-949.47,216.09,-803.83,1.98,0.7,1.2,260,91.0,4.01,61,0.826,,
2037,ambulance,trim_842,trim_2810,-1358.69,58.19,-2032.42,397.19,5.91,2.15,2.6,2766,116.1,2.87,26,0.692,a_7018342523,"Lokpriya Hospital, Ghaziabad"
2038,truck,trim_7633,trim_5455,237.9,-181.81,2051.23,122.33,8.07,2.33,2.75,5080,65.4,0.73,75,0.978,,
2039,car,trim_2516,trim_8387,429.81,1321.54,-630.8,-520.66,4.54,1.71,1.53,1389,115.5,3.12,56,0.77,,
2040,motorcycle,trim_4996,12109680692,1571.36,-596.14,1335.58,1444.6,2.08,0.76,1.34,119,100.8,3.78,18,0.789,,
2041,motorcycle,trim_8655,6735189832,362.51,-1414.83,2412.01,-555.04,2.29,0.82,1.28,247,100.2,3.34,62,0.844,,
2042,car,trim_8816,9168959340,-2355.47,1484.68,2193.43,-833.87,4.4,1.88,1.47,1023,95.2,3.05,39,0.887,,
2043,car,trim_5881,trim_8144,-1947.55,-1372.07,-2087.43,-1097.11,4.26,1.86,1.59,1851,111.2,3.0,34,0.872,,
2044,car,trim_8863,11491502797,2309.77,-919.56,527.02,-1525.1,4.58,1.75,1.52,1080,93.8,2.33,41,0.849,,
2045,car,trim_3349,trim_6987,-300.26,-664.71,2403.38,863.6,4.29,1.83,1.45,1143,101.3,3.12,78,0.977,,
2046,car,4225219774,trim_1245,-945.07,-955.09,-1696.89,-130.85,4.89,1.65,1.45,1557,99.2,3.18,56,0.763,,
2047,car,trim_1995,trim_6046,-75.91,10.53,-1558.83,629.33,4.69,1.73,1.46,1193,101.2,3.02,51,0.722,,
2048,police,9858066412,trim_6372,-27.73,-857.12,2107.55,719.66,4.55,1.82,1.6,1919,135.5,4.09,59,0.471,a_1208663940_c,Police Station
2049,car,trim_1571,trim_8198,-1244.57,-599.22,-1029.87,755.88,4.21,1.94,1.56,1130,96.2,3.03,28,0.823,,
2050,car,trim_6805,trim_9648,-482.19,212.09,-1336.24,1242.43,4.92,1.85,1.5,1702,106.1,3.1,79,1.025,,
2051,ambulance,trim_7670,9857826599,-639.3300998406413,-489.8824750398397,273.1,-112.04,5.88,2.04,2.41,2649,119.9,2.84,47,0.531,a_7018342625,Vardhman Medicare
2052,car,trim_6343,trim_5689,1920.74,917.14,2011.25,-1078.84,4.12,1.76,1.51,1820,90.3,2.2,77,0.99,,
2053,car,4225219709,trim_8108,-991.89,-1284.1,-861.2,807.86,4.52,1.77,1.57,1010,102.7,2.87,71,0.737,,
2054,car,trim_9328,4225172221,-1113,-1007.27,106.87,-466.92,4.85,1.73,1.57,1336,104.5,2.85,24,0.809,,
2055,car,trim_1956,4225324625,565.39,1272.37,815.03,-147.71,4.55,1.61,1.51,1761,101.8,2.25,54,0.676,,
2056,car,12901265234,4227798413,-543.06,-884.47,2446.13,385.02,4.63,1.62,1.62,1604,101.6,2.5,58,0.849,,
2057,motorcycle,trim_3105,5170679563,608.3,-158.11,-1328.06,782.03,2.01,0.72,1.26,122,81.1,4.08,45,0.802,,
2058,car,trim_7835,trim_3648,2600.079581188648,1154.4570761074565,-760.69,-872.17,4.86,1.69,1.59,1030,106.9,2.91,78,0.941,,
2059,car,5170798249,9903339261,159.68,-163.08,91.28,906.84,4.14,1.89,1.65,1635,107.9,2.88,31,0.788,,
2060,car,12143932398,11006815358,670.59,854.9,2074.1,-497.51,4.41,1.8,1.41,1894,94.3,2.59,17,0.886,,
2061,car,2960312447,trim_3572,-616.15,-431.74,531.59,-961.64,5.06,1.92,1.37,1224,117.0,2.93,59,0.888,,
2062,car,6928966656,4227798175,-1464.42,-1549.82,1265.41,-165.9,4.0,1.66,1.48,1661,112.7,2.75,74,0.832,,
2063,car,trim_3518,2960326613,-174.03,295.8,-2048.91,-11.67,4.01,1.9,1.63,1209,113.2,2.57,45,0.839,,
2064,car,4227798266,trim_7906,1969.78,37.21,118.19,927.74,4.21,1.89,1.54,1004,100.9,2.44,57,0.863,,
2065,car,4224981000,trim_4628,-1892.41,596.39,270.61,971.38,4.37,1.69,1.52,1694,111.2,2.32,36,0.834,,
2066,truck,trim_8740,9843552440,-68.58,1443.52,1742.45,486.46,11.44,2.53,2.7,10974,63.8,1.04,63,0.778,,
2067,car,2960336756,9857331055,-1175.83,259.7,-1967.88,-714.57,4.78,1.8,1.35,1198,114.2,3.06,74,0.765,,
2068,car,9843127277,11143272202,-2146.17,528.17,1699.6,729.81,4.94,1.84,1.41,1311,105.0,3.11,54,0.668,,
2069,car,trim_6504,trim_1233,373.69,-318.26,-1504.94,-213.79,4.42,1.72,1.64,1228,114.3,2.96,57,0.702,,
2070,car,5170849704,9859601723,-1189.9,998.2,-1018.96,-447.33,4.61,1.64,1.52,1688,102.1,2.66,71,0.924,,
2071,car,12596352710,trim_7544,963.04,451.18,-646.3,-996.48,4.31,1.71,1.63,1590,111.4,2.79,74,0.909,,
2072,car,trim_8185,trim_8157,-1947.55,-1457.75,1930.58,-639.03,4.26,1.63,1.58,1684,91.3,2.43,49,0.795,,
2073,car,9852405451,trim_8569,-2479.15,-341.66,113.82,-1420.02,4.91,1.85,1.45,1679,105.0,3.18,59,0.679,,
2074,car,9853181585,trim_2208,976.66,255.96,-4.69,1085.08,4.6,1.91,1.61,1528,111.0,3.18,43,0.861,,
2075,truck,trim_8524,trim_4338,-1367.69,-1102.06,972.94,-56.26,11.94,2.42,3.61,14296,63.2,0.73,62,0.854,,
2076,car,trim_6716,11143544410,1030.33,1417.18,1790.03,564.16,4.33,1.77,1.6,1095,91.5,3.15,76,0.858,,
2077,truck,trim_3899,trim_754,1110.91,-6.52,-1097.54,865.88,8.17,2.5,2.96,8756,63.0,1.04,74,0.778,,
2078,motorcycle,trim_7542,trim_3766,-709.26,-860,-685.11,-1248.23,2.09,0.72,1.17,251,100.4,4.14,17,0.922,,
2079,car,trim_3213,trim_8608,694.39,-75.94,-578.97,-1239.21,4.42,1.9,1.57,1010,103.0,2.92,39,0.881,,
2080,car,4224981105,12143948732,-2631.5,1205.23,1024.99,983.35,4.95,1.62,1.51,1838,113.5,2.68,72,0.941,,
2081,bus,9843662923,9843168323,2558.96,735.57,-1570.93,750.75,8.32,2.47,3.02,11926,74.2,1.34,68,0.716,,
2082,car,trim_7690,trim_8533,-109.81,21.7,-2440.09,204.51,4.52,1.66,1.57,1683,103.3,2.87,26,0.664,,
2083,car,4871211869,trim_1830,-2042.07,1789.54,-78.6,-933.1,4.26,1.73,1.39,1537,95.2,2.86,20,0.782,,
2084,car,9854777611,trim_9560,-2490.68,-378.58,-414.33,-571.87,4.32,1.66,1.41,1847,97.3,2.99,43,0.804,,
2085,car,9857826592,trim_154,168.46,-197.43,320.7,-905.27,4.31,1.61,1.47,1638,90.8,3.05,64,0.791,,
2086,car,9858060921,trim_6791,371.26,-146.79,293.73,869.48,4.25,1.92,1.47,1309,93.9,2.54,66,0.741,,
2087,motorcycle,trim_1836,trim_2913,-157.65,-907.45,-2115.55,938.46,1.95,0.68,1.17,182,105.0,3.05,64,0.865,,
2088,car,9857987912,9857826614,-27.98,34.89,434.55,-345.03,4.58,1.89,1.45,1479,113.4,2.54,29,0.679,,
2089,car,9168883545,trim_7974,-1481.79,-1151.6,-997.15,417.98,4.83,1.88,1.58,1230,100.9,3.16,34,0.782,,
2090,car,trim_7332,4225324901,990.22,329.98,-471.69,1128.1,4.27,1.76,1.58,1272,94.0,2.53,19,0.83,,
2091,car,trim_6605,trim_2461,2036.17,-451.16,-2338.1,890.54,4.61,1.82,1.48,1357,110.4,2.24,32,0.692,,
2092,car,trim_3483,trim_3922,436.63,-630.14,1830.34,149.12,4.08,1.77,1.62,1084,119.1,3.1,67,0.911,,
2093,truck,trim_6812,4224980881,-271.42,646.44,-2187.65,553.06,10.65,2.5,3.2,10192,70.5,0.99,79,0.841,,
2094,car,trim_5565,9852348503,1890.99,-92.18,-1514.7,-216.34,4.08,1.88,1.59,1511,113.9,2.37,30,0.768,,
2095,car,trim_8137,trim_3729,-2086.84,-1189.95,-1305.12,-1087.62,4.43,1.71,1.48,1211,112.8,2.74,80,0.802,,
2096,car,4227743794,9843437523,1183.48,154.58,2174.08,1355.88,4.36,1.85,1.4,1439,100.2,2.28,18,0.777,,
2097,car,trim_3605,12109729953,-570.05,-806.55,1872.1,1253.36,4.77,1.86,1.37,1799,100.8,2.57,50,0.667,,
2098,firetruck,9858066412,9859736966,-27.73,-857.12,10.52,207.93,9.82,2.52,3.26,17569,81.1,2.31,67,0.574,a_1208663940_c,Police Station
2099,car,12278350541,trim_585,2332.78,-1344.59,-1764.4594397730557,677.443087531276,4.35,1.86,1.58,1320,102.2,2.88,73,0.793,,
2100,car,11176503434,trim_5266,-663.24,-708.38,2195.93,22.25,4.06,1.9,1.47,1433,117.3,2.54,40,0.7,,
2101,motorcycle,trim_1517,trim_920,-1225.74,-921.65,-1274.75,-175.84,2.05,0.77,1.37,213,86.5,3.8,17,0.877,,
2102,car,5170637563,trim_4448,1411.34,-20.28,1373.81,637.72,4.95,1.72,1.64,1138,94.0,2.69,50,0.835,,
2103,car,trim_8207,trim_7917,-1670.4,-572.77,-1559.7,393.91,4.55,1.63,1.54,1006,100.9,2.92,71,0.834,,
2104,car,10205548826,trim_7064,2185.22,-916.25,-2165.15,714.03,4.74,1.61,1.39,1066,93.9,2.32,35,0.787,,
2105,car,3887993298,trim_1113,1574.42,1030.74,-1463.03,233.25,4.14,1.68,1.39,1509,115.3,3.03,41,0.838,,
2106,car,trim_1351,trim_314,-2320.68,-216.45,-1501.5,431.68,4.56,1.81,1.38,1482,118.1,3.11,57,0.853,,
2107,car,9843692473,2960299918,1418.39,624.02,-2284.92,1069.42,4.93,1.88,1.54,1075,108.0,3.17,75,0.834,,
2108,car,trim_705,trim_8730,-1384.25,752.35,-219.05,1116.93,4.77,1.64,1.59,1279,95.5,2.76,75,0.957,,
2109,car,9857331053,9852391729,-1966.12,-709.47,-2055.69,-1026.15,4.17,1.65,1.53,1465,106.4,2.89,38,0.725,,
2110,car,4227743701,4227798237,-917.29,-1279.35,1618.98,-15.44,5.01,1.85,1.42,1832,103.0,2.99,77,0.813,,
2111,car,trim_8330,4225172291,-385.07,-1279.29,538.35,-77.8,4.33,1.82,1.41,1795,115.8,2.82,75,0.88,,
2112,car,11176419171,trim_2942,-621.78,-514.72,-1738.39,1230.49,5.07,1.73,1.49,1304,102.2,2.91,55,0.706,,
2113,truck,trim_389,11909810123,-2228.41,203.39,2456.85,-915.28,10.06,2.31,2.7,15074,60.9,1.18,50,0.882,,
2114,car,trim_4898,trim_6941,-1188.26,1233.88,2059.64,1274.52,4.7,1.64,1.49,1778,118.8,2.83,22,0.792,,
2115,car,12144133555,trim_6104,975.01,450.7,-1797.26,437.09,4.07,1.84,1.49,1430,93.8,3.08,67,0.765,,
2116,car,4227798165,9168883603,1901.94,-203.35,-827.41,-1579.45,4.92,1.64,1.43,1138,91.0,2.61,45,0.663,,
2117,car,trim_1823,12143937059,-138.77,-918.49,752.33,501.34,4.79,1.69,1.6,1877,117.4,2.88,34,0.767,,
2118,car,5170868613,trim_2304,1730.88,-404.85,546.83,1434.2,4.13,1.76,1.6,1356,117.3,2.46,58,0.755,,
2119,truck,10206503398,trim_2168,1449.49,48.27,719.43,-204.92,11.27,2.49,3.18,6385,72.2,0.83,58,0.803,,
2120,car,9168966445,trim_3162,1181.7,1606.57,498.84,376.9,4.49,1.71,1.4,1485,97.3,2.99,57,0.804,,
2121,car,9857647508,trim_515,-653.8,-1326.39,-2088.49,-981.64,5.0,1.77,1.49,1841,119.5,2.45,18,0.937,,
2122,car,trim_3350,9843057351,-298.54,-660.02,-2301.35,1275.34,4.85,1.66,1.44,1656,97.1,2.52,21,0.83,,
2123,bus,2962838321,trim_3027,-131.6295160800666,-1110.887079080569,-1352.11,1376.02,8.69,2.51,3.42,11817,70.8,1.31,68,0.697,,
2124,car,trim_8170,trim_6100,1931.05,-607.59,-1084.62,643.93,4.34,1.65,1.5,1224,112.1,2.52,49,0.815,,
2125,truck,trim_5377,11983071285,1138.24,309.18,1121.45,1243.81,11.53,2.35,2.82,9406,69.9,0.79,23,0.834,,
2126,car,trim_9042,trim_983,-1241.4,1283.54,-646,-267.44,4.89,1.69,1.52,1560,99.2,2.43,67,0.817,,
2127,police,trim_9675,trim_3517,-1493.9799484953007,-1226.069541895515,-177.38,315.47,4.66,1.84,1.61,1954,115.5,4.19,60,0.494,a_11198925348,Police station (amenity a_11198925348)
2128,truck,trim_9272,trim_9587,-1764.71,854.66,-1317.06,-939.66,10.16,2.4,2.76,14100,76.5,0.76,44,0.712,,
2129,car,trim_9304,trim_2100,-2086.2,902.49,496.85,-103.41,4.3,1.69,1.62,1611,91.5,3.19,70,0.778,,
2130,car,4227797908,trim_8031,1991.78,-973.29,-340.35,-280.54,4.17,1.87,1.63,1019,107.1,2.57,74,0.779,,
2131,motorcycle,trim_1297,trim_9101,-1318.03,311.82,1558.55,295.1,1.96,0.67,1.07,147,84.0,3.14,19,0.832,,
2132,motorcycle,trim_5131,trim_1090,1263.72,251.94,-998.05,-338.78,2.27,0.73,1.35,118,97.6,4.45,22,0.718,,
2133,car,trim_1891,trim_9044,-385.52,-1074.03,-1265.83,1219.48,4.9,1.84,1.63,1354,92.1,2.79,36,0.743,,
2134,car,2960312545,trim_5854,-1222.05,-154.3,2333.98,-794.89,4.1,1.71,1.5,1731,118.2,2.97,25,0.797,,
2135,car,trim_5392,9859501412,2023.71,-943,307.24,-959.99,4.9,1.86,1.62,1813,100.5,2.94,55,0.803,,
2136,car,12096423015,trim_3826,40.43,-655.88,-176.65,-694.44,5.07,1.82,1.61,1099,110.8,3.06,56,0.739,,
2137,car,trim_6569,trim_6239,908.05,-1164.81,-833.61,-1176.42,4.48,1.68,1.64,1569,93.9,2.48,47,0.654,,
2138,car,trim_5196,trim_2804,1681.01,-166.88,-2408.63,1225.07,4.13,1.74,1.6,1067,110.1,2.74,62,0.873,,
2139,ambulance,n_9799,12144024514,-1934.5342549000768,358.53614679911044,1200.1,1192.33,5.93,2.09,2.4,4058,113.7,3.54,56,0.46,a_7018738271,Krishna Hospital and Trauma Centre
2140,ambulance,10206503396,trim_4880,1469.07,101.66,-311.73,-1043.76,5.55,2.18,2.7,3502,110.8,3.25,73,0.645,a_7019130160,Apex Multi Speciality Hospital
2141,car,trim_9199,11499287236,1417.87,624.43,-401.92,1411.11,4.21,1.68,1.64,1022,118.0,2.24,20,0.707,,
2142,car,trim_6714,trim_8721,1402.06,736.5,-941.62,1203.26,4.84,1.75,1.38,1045,96.5,2.35,80,0.939,,
2143,motorcycle,9852893341,9852168753,-1417.9,-858.31,-2066.16,371.01,1.9,0.72,1.39,169,83.4,4.41,30,0.752,,
2144,car,trim_1142,trim_2869,-1833.9,219.45,-1844.08,481.2,4.78,1.86,1.38,1736,100.6,2.62,21,0.898,,
2145,car,trim_9222,4227798409,-1289.13,596.3,2060.42,375.44,4.73,1.73,1.65,1683,106.1,2.36,77,0.814,,
2146,motorcycle,7230338102,trim_4048,2028.6,433.88,748.38,-188.55,2.04,0.69,1.22,234,101.7,4.48,30,0.818,,
2147,car,11909810108,trim_4533,2320.11,-912.45,-899.26,895.4,4.49,1.82,1.49,1317,98.5,2.67,44,0.832,,
2148,car,trim_2120,trim_6488,993.31,1361.38,1826.37,-162.71,4.03,1.79,1.36,1360,103.3,3.08,63,0.676,,
2149,car,trim_3551,trim_6059,588.17,-291.94,-1309.81,323.43,5.07,1.81,1.41,1415,92.4,2.59,49,0.791,,
2150,car,trim_2878,9857583733,-2120.19,1152.97,-1109.22,-366.22,4.58,1.85,1.48,1062,106.8,2.96,28,0.671,,
2151,car,trim_8736,2960312468,-70.64,1440.62,-1217.31,81.83,4.47,1.72,1.53,1329,102.1,3.2,47,0.882,,
2152,car,trim_4369,trim_5,1271.46,284.18,-2146.32,303.28,4.05,1.82,1.48,1530,94.4,2.92,33,0.737,,
2153,car,4219134349,trim_1266,153.33,-2090.39,-1335.55,357.75,4.47,1.87,1.41,1693,111.1,2.68,46,0.655,,
2154,car,trim_3535,11161018547,-311.76,568.27,2204.2283213849464,-1476.818868357523,4.42,1.84,1.49,1533,94.8,2.62,63,0.721,,
2155,car,trim_2996,457278481,-1975.95,860.84,-2474.38,-394.98,4.17,1.9,1.39,1598,94.2,2.57,53,0.734,,
2156,car,4227695047,trim_2684,2615.94,1301.31,-2449,-666.04,4.06,1.72,1.53,1028,119.8,2.92,42,0.792,,
2157,police,11133588049,trim_7140,-1783.42,-995.27,-2323.09,289.17,4.7,1.89,1.55,1887,119.3,3.12,43,0.453,a_11198955917,Police station (amenity a_11198955917)
2158,car,trim_5239,4227743783,1811.23,7.45,1486.47,-73.87,4.85,1.69,1.42,1604,90.8,2.78,53,0.706,,
2159,car,trim_8421,5170679558,-437.66,-859.34,-1306.37,773.71,4.34,1.93,1.65,1443,119.2,2.48,72,0.968,,
2160,car,9857350829,trim_7481,-1754.3,26.17,-1317.55,262.65,4.45,1.95,1.47,1349,105.4,2.7,40,0.74,,
2161,car,trim_1344,trim_4946,-2118.03,-205.84,-1482.86,1312.28,4.88,1.65,1.45,1407,99.8,2.6,16,0.841,,
2162,car,trim_7724,trim_5165,313.04,-949.2,1920.79,-9.4,4.14,1.91,1.44,1335,112.3,2.65,29,0.696,,
2163,motorcycle,trim_4247,trim_7885,1393.39,769.88,-2500.8,-606.49,1.98,0.79,1.07,149,107.7,4.28,37,0.843,,
2164,car,2960326567,4225324700,-2000.22,242.97,1420.8,285.39,5.0,1.72,1.47,1388,111.3,3.0,39,0.704,,
2165,car,4225172202,trim_2741,1006.9,-593.72,-2373.68,543.95,4.58,1.7,1.43,1571,91.0,2.76,40,0.754,,
2166,car,trim_4141,trim_1837,-442.51,856.58,-161.61,-904.4,4.52,1.81,1.6,1729,115.7,2.48,54,0.689,,
2167,car,trim_1780,9857750349,150.55,-1308.25,-672.88,-761.88,4.88,1.69,1.52,1226,106.3,2.59,25,0.711,,
2168,car,trim_493,11491475012,-1737.3,955.85,527.92,-770,4.51,1.71,1.36,1849,115.1,3.07,20,0.854,,
2169,motorcycle,trim_778,trim_8557,-1149.94,-501.37,-1264.82,-1373.38,1.99,0.8,1.09,150,83.6,4.14,68,0.682,,
2170,motorcycle,trim_4867,7218290613,834.55,652.35,2417.15,1425.06,1.93,0.88,1.33,241,97.0,4.12,29,0.854,,
2171,car,trim_5448,trim_6489,2223.89,148.22,1969.68,-196.69,4.68,1.86,1.6,1341,109.7,2.8,54,0.832,,
2172,car,6928966679,trim_7222,-1671.21,-1446.64,-1446.68,-445.48,4.61,1.87,1.44,1872,96.6,2.28,27,0.7,,
2173,car,9843692461,trim_466,2140.47,953.8,-2181.05,12.7,4.11,1.93,1.65,1506,93.1,2.21,59,0.88,,
2174,car,trim_8359,trim_7296,-1408.09,-327.28,-1419.18,224.11,4.25,1.71,1.38,1786,110.1,2.51,73,0.74,,
2175,car,trim_787,9852378913,-840.51,-223.62,-1980.61,-1104.59,4.0,1.86,1.59,1726,117.1,2.65,53,0.815,,
2176,car,trim_6829,12129753488,-2266.51,270.91,-1318.87,694.42,4.58,1.62,1.41,1236,114.2,2.96,65,0.718,,
2177,firetruck,trim_9675,trim_2872,-1493.9799484953007,-1226.069541895515,-1914.21,469.1,8.81,2.55,3.18,17291,89.4,1.82,22,0.564,a_11198925348,Police station (amenity a_11198925348)
2178,car,trim_3335,9843848028,143.93,310.09,2425,672.34,4.24,1.9,1.63,1239,108.5,2.78,73,0.731,,
2179,car,trim_7653,trim_136,166.71,-188.36,255.68,-654.05,4.67,1.85,1.47,1873,108.4,2.29,67,0.911,,
2180,motorcycle,trim_8474,trim_4698,2257.2,1071.75,1190.61,148.61,2.22,0.65,1.11,224,93.5,3.35,24,0.826,,
2181,truck,2960361589,4227798341,-1372.27,-665.33,1617.67,212.88,8.09,2.58,3.02,5963,76.7,0.75,67,0.831,,
2182,car,9988275081,6928966671,-323.06,873.32,-1636.93,-1541.04,4.87,1.66,1.42,1034,117.9,2.22,51,0.76,,
2183,car,trim_1346,trim_1185,-2219.18,-211.43,-1746.75,-1001.14,4.51,1.71,1.52,1697,109.1,3.02,50,0.777,,
2184,car,trim_17,trim_4375,-2469,2.94,2223.4,876.27,4.51,1.91,1.42,1727,90.8,2.25,74,0.939,,
2185,car,trim_4433,trim_1700,1229.94,115.11,-113.23,-1402.69,4.08,1.77,1.64,1775,109.6,2.51,55,0.799,,
2186,truck,trim_6404,trim_102,2276.05,640.72,38.74,666.51,10.9,2.58,3.08,6136,78.6,0.74,29,0.793,,
2187,car,trim_7798,9844004268,7.97,-1020.24,-2408.06,639.42,4.92,1.95,1.43,1021,117.7,2.47,53,0.672,,
2188,car,trim_6419,12131183360,2349.53,591.93,-910.76,-71.23,4.37,1.81,1.48,1205,97.0,2.86,54,0.816,,
2189,car,trim_6325,6928966669,1830.65,1250.01,-1635.23,-1532.39,5.08,1.92,1.46,1146,107.0,2.31,19,0.915,,
2190,car,trim_9138,12107569868,1352.97,1466.66,635.4,-430.26,4.4,1.92,1.61,1681,99.3,2.89,39,0.746,,
2191,car,trim_7276,trim_1261,-1768.73,-1251.93,-1402.36,217.04,4.24,1.74,1.38,1666,104.3,3.03,46,0.676,,
2192,car,9861682132,9168986494,-1528.03,513.98,-515.53,191.81,5.06,1.9,1.58,1625,94.6,2.71,35,0.882,,
2193,car,trim_3048,trim_9371,-301.8,531.39,1485.41,142.96,4.82,1.8,1.45,1473,115.7,3.17,47,0.859,,
2194,car,trim_1895,trim_8051,-348.31,-1109.95,2450.53,-1013.54,4.53,1.88,1.52,1597,97.8,2.28,46,0.718,,
2195,car,trim_3361,trim_4566,-60.22,469.85,1607.84,60.05,4.14,1.87,1.63,1351,118.1,2.63,62,0.741,,
2196,car,trim_7492,trim_7472,-881.91,158.9,1961.56,-999.47,4.53,1.68,1.45,1547,93.6,2.92,65,0.684,,
2197,motorcycle,7218290613,12143652430,2417.15,1425.06,-901.51,-1169.13,2.15,0.8,1.26,250,91.1,3.39,54,0.75,,
2198,car,trim_5538,trim_649,2052.84,496.28,-2087.12,325.65,4.59,1.81,1.35,1845,109.9,2.83,57,0.74,,
2199,car,4227743796,trim_8007,1127.29,190.08,2182.25,-923.79,4.96,1.81,1.42,1595,104.3,3.04,28,0.831,,
2200,motorcycle,7222770494,9857331050,200.22,-1500.04,-2144.05,-664.12,2.28,0.74,1.09,235,99.5,3.49,38,0.747,,
2201,car,trim_4356,5170823223,1079.98,720.19,919.81,359.87,4.05,1.63,1.64,1737,110.0,2.95,26,0.854,,
2202,car,trim_7009,9843687277,-2348.3541999685667,843.31,2339.92,959.52,4.46,1.9,1.49,1506,113.6,3.17,26,0.685,,
2203,car,9843433159,trim_5237,1371.01,681.9,2220.59,-672.49,4.25,1.62,1.57,1461,109.7,2.39,54,0.817,,
2204,car,trim_548,trim_4654,-1393.49,-317.92,1186.5,-1595.07,4.63,1.62,1.55,1855,117.4,3.02,67,0.79,,
2205,motorcycle,trim_3432,245766388,-128.36,441.22,-2562.56,-104.7,2.27,0.67,1.14,149,83.7,4.01,75,0.987,,
2206,car,9859493782,trim_9223,416.98,-452.12,-1300.75,574.03,5.09,1.9,1.63,1872,111.7,2.27,33,0.682,,
2207,car,trim_8476,4227797950,2293.34,1080.39,1605.82,-618.7,5.09,1.79,1.61,1019,96.4,2.28,66,0.865,,
2208,car,9853181596,9843135290,828.68,-1070.4,-1995.92,889.35,4.42,1.82,1.54,1646,114.9,2.36,68,0.745,,
2209,car,trim_3530,trim_7535,1193.36,-585.16,-559.34,-1128.94,4.69,1.81,1.48,1170,117.4,2.81,24,0.753,,
2210,car,4225077476,trim_602,-1877.28,1148.06,-2180.09,1243.37,4.3,1.89,1.39,1703,110.0,2.91,45,0.815,,
2211,car,trim_1271,trim_4717,-1268.19,445.67,-212.64,-940.24,4.87,1.79,1.62,1572,102.1,2.65,29,0.694,,
2212,car,9855691377,trim_8969,1939.53,41.82,-1849.43,649.05,4.26,1.8,1.53,1562,99.6,3.06,39,0.728,,
2213,motorcycle,5170679561,12626529710,-1317.12,774.76,-1958.93,-1167.92,2.18,0.71,1.29,152,108.8,4.2,70,0.892,,
2214,car,9168854796,trim_9331,2030.23,1332.47,-1239.55,-1065.79,4.48,1.64,1.64,1105,99.3,3.17,44,0.662,,
2215,car,trim_3122,trim_4596,493.65,-128.9,2697.383168288314,1187.264415819221,4.67,1.78,1.45,1450,92.6,2.53,60,0.798,,
2216,car,9885134825,trim_8083,-2463.52,-479.81,1731.59,-69.73,4.76,1.87,1.62,1629,95.0,2.68,77,1.002,,
2217,car,trim_5295,trim_3751,1198.98,390.93,-553.62,-756.07,5.01,1.8,1.56,1014,111.9,3.15,46,0.767,,
2218,car,trim_3524,6294258021,1194.49,-588.66,-2041.83,-1090.91,4.2,1.85,1.47,1652,96.5,2.39,54,0.668,,
2219,motorcycle,4227798203,4225324717,1182.43,-90.35,983.56,336.52,1.89,0.73,1.28,198,108.5,3.7,45,0.83,,
2220,car,trim_6491,trim_7509,1757.06,-295.31,-1164.12,-876.28,4.22,1.89,1.64,1767,99.5,2.55,34,0.714,,
2221,car,trim_2631,9858060926,-1103.24,584.37,280.42,251.48,4.75,1.63,1.49,1195,101.7,3.12,17,0.825,,
2222,motorcycle,trim_7453,9843050538,-1900.99,-549.59,-2534.25,892.66,1.87,0.74,1.39,179,92.9,3.16,62,0.887,,
2223,car,trim_4590,trim_6922,-781.95,780.39,1896.3,1323.99,4.94,1.67,1.36,1013,91.3,2.6,47,0.658,,
2224,car,trim_7163,2960336668,-1836.73,221.52,-1576.51,-356.34,4.16,1.94,1.54,1895,106.8,2.71,44,0.89,,
2225,car,12139823108,trim_8053,1988.69,-1468.06,2323.86,-931.63,4.19,1.64,1.62,1615,105.7,2.4,37,0.809,,
2226,car,2970305305,12144024512,162.8,-181.84,1154.84,1187.81,4.47,1.72,1.63,1490,94.5,2.2,33,0.652,,
2227,car,trim_9698,n_9739,2143.07,-1037.68,2600.601516138608,1177.7204624485262,4.61,1.65,1.49,1747,92.1,2.88,36,0.773,,
2228,car,trim_1221,4224981098,-1491.4,-142.25,-2266.16,1134.25,4.84,1.67,1.47,1060,108.7,2.93,61,0.733,,
2229,car,9857647508,trim_6797,-653.8,-1326.39,533.88,1093.57,4.02,1.93,1.62,1029,93.4,2.5,48,0.828,,
2230,car,trim_5668,4225077460,388.8,-1115.26,-2278.94,1087.6,4.96,1.67,1.36,1189,90.3,2.65,32,0.71,,
2231,car,trim_9097,4227743729,1735.22,119.59,-333.45,-1076.4,4.82,1.79,1.35,1814,110.1,2.88,51,0.699,,
2232,car,trim_9224,trim_8670,-1544.04,691.78,-520.67,825.21,4.89,1.8,1.64,1691,94.2,3.16,19,0.926,,
2233,car,trim_4988,trim_8060,1649.88,-477.01,2387.8,-1040.75,4.46,1.74,1.39,1756,113.5,2.81,76,0.942,,
2234,car,trim_2412,12144133552,-219.51,1418.09,923.1,448.83,4.27,1.9,1.43,1251,97.6,3.14,65,0.675,,
2235,motorcycle,4225219759,trim_8770,-650.24,-1036.16,-54.1,-38.8,2.09,0.65,1.29,153,103.7,3.5,19,0.735,,
2236,car,9843418616,6294257368,1937.18,1249.78,-2497.86,-839.63,4.1,1.74,1.39,1851,114.9,2.37,16,0.947,,
